,term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def,diff_tokens
\end{align*}
The \emph{\dtwText} of $D$, denoted by $\dtw{D}$, is the minimum width over all directed tree decompositions for $D$.
",/home/shufan/que_tex/noteondtw.tex,definition + \emph{},"
Let D be a digraph, a directed tree decomposition for D is a tuple T,β,γ where T is an arborescence, βVT→ 2^V(D) is a function that partitions VD, called the bags , and γET→ 2^V(D) is a function, called the guards , satisfying the following requirement:

	
   For every d,t∈ET, γd,t is a hitting set for all directed walks in D that start and end in βT_t⋃_t'∈ V(T_t)βt' and contain a vertex that does not belong to βT_t.

For every t∈VT let Γtβt∪⋃_t∼ eγe.
The width of T,β,γ is defined as

    T,β,γmax_t∈ V(T)Γt-1.

The  of D, denoted by D, is the minimum width over all directed tree decompositions for D.
",directed tree decomposition;bags;guards;width;,"
Let D be a digraph, a B_MATH_TERM I_MATH_TERM I_MATH_TERM for D is a tuple T,β,γ where T is an arborescence, βVT→ 2^V(D) is a function that partitions VD, called the B_MATH_TERM , and γET→ 2^V(D) is a function, called the B_MATH_TERM , satisfying the following requirement:

	
   For every d,t∈ET, γd,t is a hitting set for all directed walks in D that start and end in βT_t⋃_t'∈ V(T_t)βt' and contain a vertex that does not belong to βT_t.

For every t∈VT let Γtβt∪⋃_t∼ eγe.
The B_MATH_TERM of T,β,γ is defined as

    T,β,γmax_t∈ V(T)Γt-1.

The B_MATH_TERM of D, denoted by D, is the minimum width over all directed tree decompositions for D.
",O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O,True
7230,directed branch decomposition;thickness;width;\dbwText,"
Let $D$ be a digraph.
A \emph{directed branch decomposition} for $D$ is a tuple $\Brace{T,\delta}$ where $T$ is a subcubic tree and $\delta\colon\LineGraph{T}\rightarrow\Fkt{V}{D}$ is a bijection.
The \emph{thickness} of an edge $t_1t_2\in\Fkt{E}{T}$ is defined as follows:
\begin{align*}
	\Thickness{t_1t_2}\coloneqq\min\CondSet{\Abs{S}}{S\subseteq\Fkt{V}{D}~\text{and}~S~\text{is a hitting set for}~\Cut{\CycleHypergraph{D}}{\Fkt{\delta}{T_{t_1}}}}.
\end{align*}
The \emph{width} of a directed branch decomposition $\Brace{T,\delta}$ is defined as
\begin{align*}
\Width{\Brace{T,\delta}}\coloneqq\max_{e\in E(T)}\Thickness{e}.
\end{align*}
The \emph{\dbwText} of $D$, denoted by $\dbw{D}$, is the minimum width over all directed branch decompositions for $D$.
",/home/shufan/que_tex/noteondtw.tex,definition + \emph{},"
Let D be a digraph.
A directed branch decomposition for D is a tuple T,δ where T is a subcubic tree and δT→VD is a bijection.
The thickness of an edge t_1t_2∈ET is defined as follows:

    t_1t_2minSS⊆VD and S is a hitting set for DδT_t_1.

The width of a directed branch decomposition T,δ is defined as

    T,δmax_e∈ E(T)e.

The  of D, denoted by D, is the minimum width over all directed branch decompositions for D.
",directed branch decomposition;thickness;width;,"
Let D be a digraph.
A B_MATH_TERM I_MATH_TERM I_MATH_TERM for D is a tuple T,δ where T is a subcubic tree and δT→VD is a bijection.
The B_MATH_TERM of an edge t_1t_2∈ET is defined as follows:

    t_1t_2minSS⊆VD and S is a hitting set for DδT_t_1.

The B_MATH_TERM of a directed branch decomposition T,δ is defined as

    T,δmax_e∈ E(T)e.

The B_MATH_TERM of D, denoted by D, is the minimum width over all directed branch decompositions for D.
",O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O,True
7274,$\VC_{\ell;$\ell$-dimensional shatter function,"\label{vcdef1}
Suppose $\ell\geq 1$, $\prod_{i=1}^{\ell}X_i$ is an $\ell$-box, and $\calF\subseteq \calP(\prod_{i=1}^{\ell}X_i)$. The \emph{$\VC_{\ell}$-dimension of $\calF$} is 
$$
\VC_{\ell}(\calF)=\sup \{ m\in \mathbb{N}: \text{ $\calF$ shatters a sub-box of $\prod_{i=1}^{\ell}X_i$ of height $m$}\}.
$$
 The \emph{$\ell$-dimensional shatter function} is $\pi_{\ell}(\calF, m)=\{|\calF \cap A|: A \text{ is a sub-box of $\prod_{i=1}^{\ell}X_i$ of height $m$}\}$.
",/home/shufan/que_tex/NIPcounting12-27.tex,definition + \emph{},"
Suppose ℓ≥ 1, ∏_i=1^ℓX_i is an ℓ-box, and ⊆(∏_i=1^ℓX_i). The _ℓ-dimension of  is 

    _ℓ()=sup{ m∈ℕ:  shatters a sub-box of ∏_i=1^ℓX_i of height m}.

 The ℓ-dimensional shatter function is π_ℓ(, m)={|∩ A|: A  is a sub-box of ∏_i=1^ℓX_i of height m}.
",_ℓ;ℓ-dimensional shatter function,"
Suppose ℓ≥ 1, ∏_i=1^ℓX_i is an ℓ-box, and ⊆(∏_i=1^ℓX_i). The B_MATH_TERM-dimension ofis_ℓ()=sup{ m∈ℕ:  shatters a sub-box of ∏_i=1^ℓX_i of height m}.The B_MATH_TERM I_MATH_TERM I_MATH_TERM isπ_ℓ(, m)={|∩A|: A  is a sub-box of ∏_i=1^ℓX_i of height m}.",O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O,True
7275,$\VC_{\ell;$\ell$-dimensional shatter function,"\label{vcdef2}
Suppose $X$ is a set, $1\leq \ell\leq r$, and $\calF\subseteq \calP(X^r)$. The \emph{$\VC_{\ell}$-dimension of $\calF$} is 
$$
\VC_{\ell}(\calF)=\sup \{ m\in \mathbb{N}: \text{ $\calF$ shatters an $(\ell,r)$-box of height $m$ in $X$}\}.
$$
 The \emph{$\ell$-dimensional shatter function} is $\pi_{\ell}(\calF, m)=\{|\calF \cap A|: A \text{ is an ($\ell$,$r$)-box in $X$ of height $m$}\}$.
",/home/shufan/que_tex/NIPcounting12-27.tex,definition + \emph{},"
Suppose X is a set, 1≤ℓ≤ r, and ⊆(X^r). The _ℓ-dimension of  is 

    _ℓ()=sup{ m∈ℕ:  shatters an (ℓ,r)-box of height m in X}.

 The ℓ-dimensional shatter function is π_ℓ(, m)={|∩ A|: A  is an (ℓ,r)-box in X of height m}.
",_ℓ;ℓ-dimensional shatter function,"
Suppose X is a set, 1≤ℓ≤ r, and ⊆(X^r). The B_MATH_TERM-dimension ofis_ℓ()=sup{ m∈ℕ:  shatters an (ℓ,r)-box of height m in X}.The B_MATH_TERM I_MATH_TERM I_MATH_TERM isπ_ℓ(, m)={|∩A|: A  is an (ℓ,r)-box in X of height m}.",O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O,True
7298,reduced in $\mathcal{E;reduced in $\mathcal{D,"\label{def:reducedform}
A game  $G\in \mathcal{E}$ is said to be \textit{reduced in $\mathcal{E}$} if none of Theorems~\ref{thm:domination},
\ref{thm:nonatomic},~\ref{thm:atomice}, or \ref{thm:substitutee} can be applied to
$G$ to obtain an equivalent game in $\mathcal{E}$ with different sets of options. %Note that the reduced game must be in $\mathcal{E}$, and so Theorem \ref{thm:substitutee} can only be applied if $\left\{\; \mid \GR\right\} \in  \mathcal{E}$.
A game  $G\in \mathcal{D}$ is said to be \textit{reduced in $\mathcal{D}$} if none of Theorems~\ref{thm:domination},
\ref{thm:nonatomic},~\ref{thm:atomicd}, or~\ref{thm:substituted} can be applied to
$G$ to obtain an equivalent game in $\D$ with different sets of options.
",/home/shufan/que_tex/1807.11297.tex,definition + \textit{},"
A game  G∈ℰ is said to be reduced in ℰ if none of Theorems <ref>,
<ref>, <ref>, or <ref> can be applied to
G to obtain an equivalent game in ℰ with different sets of options. 
A game  G∈𝒟 is said to be reduced in 𝒟 if none of Theorems <ref>,
<ref>, <ref>, or <ref> can be applied to
G to obtain an equivalent game in  with different sets of options.
",reduced in ℰ;𝓇ℯ𝒹𝓊𝒸ℯ𝒹 𝒾𝓃 𝒟,"
A game  G∈ℰ is said to be B_MATH_TERM I_MATH_TERM I_MATH_TERMif none of Theorems <ref>,
<ref>, <ref>, or <ref> can be applied toGto obtain an equivalent game inℰwith different sets of options. 
A gameG∈𝒟is said to be B_MATH_TERM I_MATH_TERM I_MATH_TERM if none of Theorems <ref>,
<ref>, <ref>, or <ref> can be applied to
G to obtain an equivalent game in  with different sets of options.
",O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O,True
7319,reduced image of $\ba$;coimage of $\ba$;length-vector,"\label{def:var}
Let $\ba=(a_1,\dotsc,a_n)\in\N^n$ and suppose that
$\{a_1,\dotsc,a_n\}=\{x_1,\dotsc,x_k\}$ with $x_i<x_j$ whenever $1\leq
i<j\leq k$.\\[2.5pt]
The \emph{reduced image of $\ba$} is
\begin{align*}
&\rim(\ba)=(x_1-1,\dotsc,x_k-1)\in(\N\cup\{0\})^k\,;
\shortintertext{the \emph{coimage of $\ba$} is the quotient set}
&\coim(\ba)=\big\{\eqcl{x}:=\ba^{-1}(\ba(x))\mid x\in[n]\big\}
\shortintertext{ordered by} %sorted according to the (total) order defined by}
&\eqcl{x}<\eqcl{y}\iff\ba(x)<\ba(y)\,.
\shortintertext{Let $\fA=(A_1,\dotsc,A_k)$ be an ordered (set)
  partition of $[n]$. The \emph{length-vector} of $\fA$ is}
&\bl(\fA)=(|A_1|,\dotsc,|A_{k-1}|)\,.
\end{align*}
In particular, the restriction of $\rim$ to $\coim(\ba)$ is always
injective and $\bl(\coim(\ba))=\rim(\ba)+(1,\dotsc,1)$.
",/home/shufan/que_tex/NumberPF_DGO_PDF2.tex,definition + \emph{},"
Let =(a_1,…,a_n)∈^n and suppose that
{a_1,…,a_n}={x_1,…,x_k} with x_i<x_j whenever 1≤
i<j≤ k.

The reduced image of  is

    ()=(x_1-1,…,x_k-1)∈(∪{0})^k ;
    the coimage of  is the quotient set   ()={x:=^-1((x))| x∈[n]}ordered by
       x<y(x)<(y) .
    Let =(A_1,…,A_k) be an ordered (set)
      partition of [n]. The length-vector of  is   ()=(|A_1|,…,|A_k-1|) .

In particular, the restriction of  to () is always
injective and (())=()+(1,…,1).
",reduced image of ;coimage of ;length-vector,"
Let =(a_1,…,a_n)∈^n and suppose that
{a_1,…,a_n}={x_1,…,x_k} with x_i<x_j whenever 1≤
i<j≤ k.

The B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM is

    ()=(x_1-1,…,x_k-1)∈(∪{0})^k ;
    the B_MATH_TERM I_MATH_TERM I_MATH_TERM is the quotient set   ()={x:=^-1((x))| x∈[n]}ordered by
       x<y(x)<(y) .
    Let =(A_1,…,A_k) be an ordered (set)
      partition of [n]. The B_MATH_TERM of  is   ()=(|A_1|,…,|A_k-1|) .

In particular, the restriction of  to () is always
injective and (())=()+(1,…,1).
",O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O,True
7320,is of type $\fA$;cyclic permutation of $\fA$,"
Given an ordered partition $\fA$ of $[n]$ and $\ba\in[n]^n$, we say
that $\ba$ \emph{is of type $\fA$} if the coimage of $\ba$ is a
\emph{cyclic permutation of $\fA$} .
",/home/shufan/que_tex/NumberPF_DGO_PDF2.tex,definition + \emph{},"
Given an ordered partition  of [n] and ∈[n]^n, we say
that  is of type  if the coimage of  is a
cyclic permutation of  .
",is of type ;cyclic permutation of ,"
Given an ordered partition  of [n] and ∈[n]^n, we say
that  B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM if the coimage of  is a
B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM .
",O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O,True
7377,-module ; with scalars extended to ;extension of scalars;-algebra ; with scalars extended to ;extension of scalars;-coalgebra ;-bialgebra ; with scalars extended to ,"
\label{def.extend-scalars}Let $A$ be a commutative $\mathbf{k}$-algebra.

\textbf{(a)} If $H$ is a $\mathbf{k}$-module, then $\underline{A}\otimes H$
will be understood to mean the $A$-module $A\otimes H$, on which $A$ acts by
the rule
\[
a\left(  b\otimes h\right)  =ab\otimes h\ \ \ \ \ \ \ \ \ \ \text{for all
}a\in A\text{, }b\in A\text{ and }h\in H.
\]
This $A$-module $\underline{A}\otimes H$ is called the $\mathbf{k}%
$\textit{-module }$H$\textit{ with scalars extended to }$\underline{A}$.

We can define a functor $\operatorname*{Mod}\nolimits_{\mathbf{k}}%
\rightarrow\operatorname*{Mod}\nolimits_{A}$ (where $\operatorname*{Mod}%
\nolimits_{B}$ denotes the category of $B$-modules) which sends every object
$H\in\operatorname*{Mod}\nolimits_{\mathbf{k}}$ to $\underline{A}\otimes H$
and every morphism $f\in\operatorname*{Mod}\nolimits_{\mathbf{k}}\left(
H_{1},H_{2}\right)  $ to $\operatorname*{id}\otimes f\in\operatorname*{Mod}%
\nolimits_{A}\left(  \underline{A}\otimes H_{1},\underline{A}\otimes
H_{2}\right)  $; this functor is called \textit{extension of scalars} (from
$\mathbf{k}$ to $A$).

\textbf{(b)} If $H$ is a graded $\mathbf{k}$-module, then the $A$-module
$\underline{A}\otimes H$ canonically becomes a graded $\underline{A}$-module
(namely, its $n$-th graded component is $\underline{A}\otimes H_{n}$, where
$H_{n}$ is the $n$-th graded component of $H$). Notice that even if $A$ is
graded, we disregard its grading when defining the grading on $\underline{A}%
\otimes H$; this is why we are calling it $\underline{A}\otimes H$ and not
$A\otimes H$.

As before, we can define a functor from the category of graded $\mathbf{k}%
$-modules to the category of graded $A$-modules (which functor sends every
object $H$ to $\underline{A}\otimes H$), which is called \textit{extension of
scalars} .

\textbf{(c)} If $H$ is a $\mathbf{k}$-algebra, then the $A$-module
$\underline{A}\otimes H$ becomes an $A$-algebra according to the rule%
\[
\left(  a\otimes h\right)  \left(  b\otimes g\right)  =ab\otimes
hg\ \ \ \ \ \ \ \ \ \ \text{for all }a\in A,\ b\in A\text{, }h\in H\text{ and
}g\in H.
\]
(This is, of course, the same rule as used in the standard definition of the
tensor product $A\otimes H$; but notice that we are regarding $\underline{A}%
\otimes H$ as an $A$-algebra, not just as a $\mathbf{k}$-algebra.) This
$A$-algebra $\underline{A}\otimes H$ is called the $\mathbf{k}$%
\textit{-algebra }$H$\textit{ with scalars extended to }$\underline{A}$.

As before, we can define a functor from the category of $\mathbf{k}$-algebras
to the category of $A$-algebras (which functor sends every object $H$ to
$\underline{A}\otimes H$), which is called \textit{extension of scalars} .

\textbf{(d)} If $H$ is a $\mathbf{k}$-coalgebra, then the $A$-module
$\underline{A}\otimes H$ becomes an $A$-coalgebra. Namely, its
comultiplication is defined to be%
\[
\operatorname*{id}\nolimits_{A}\otimes\Delta_{H}:A\otimes H\rightarrow
A\otimes\left(  H\otimes H\right)  \cong\left(  A\otimes H\right)  \otimes
_{A}\left(  A\otimes H\right)  ,
\]
and its counit is defined to be%
\[
\operatorname*{id}\nolimits_{A}\otimes\varepsilon_{H}:A\otimes H\rightarrow
A\otimes\mathbf{k}\cong A
\]
(recalling that $\Delta_{H}$ and $\varepsilon_{H}$ are the comultiplication
and the counit of $H$, respectively). Note that both the comultiplication and
the counit are $A$-linear, so this $A$-coalgebra $\underline{A}\otimes H$ is
well-defined. This $A$-coalgebra $\underline{A}\otimes H$ is called the
$\mathbf{k}$\textit{-coalgebra }$H$\textit{ with scalars extended to
}$\underline{A}$.

As before, we can define a functor from the category of $\mathbf{k}%
$-coalgebras to the category of $A$-coalgebras (which functor sends every
object $H$ to $\underline{A}\otimes H$), which is called \textit{extension of
scalars} .

Notice that $\underline{A}\otimes H$ is an $A$-coalgebra, not a $\mathbf{k}%
$-coalgebra. If $A$ has a pre-existing $\mathbf{k}$-coalgebra structure, then
the $A$-coalgebra structure on $\underline{A}\otimes H$ usually has nothing to
do with the $\mathbf{k}$-coalgebra structure on $A\otimes H$ obtained by
tensoring the $\mathbf{k}$-coalgebras $A$ and $H$.

\textbf{(e)} If $H$ is a $\mathbf{k}$-bialgebra, then the $A$-module
$\underline{A}\otimes H$ becomes an $A$-bialgebra. (Namely, the $A$-algebra
structure and the $A$-coalgebra structure previously defined on $\underline{A}%
\otimes H$, combined, form an $A$-bialgebra structure.) This $A$-bialgebra
$\underline{A}\otimes H$ is called the $\mathbf{k}$\textit{-bialgebra }%
$H$\textit{ with scalars extended to }$\underline{A}$.

As before, we can define a functor from the category of $\mathbf{k}%
$-bialgebras to the category of $A$-bialgebras (which functor sends every
object $H$ to $\underline{A}\otimes H$), which is called \textit{extension of
scalars} .

\textbf{(f)} Similarly, extension of scalars is defined for $\mathbf{k}$-Hopf
algebras, graded $\mathbf{k}$-bialgebras, etc.. Again, all structures on $A$
that go beyond the $\mathbf{k}$-algebra structure are irrelevant and can be forgotten.
",/home/shufan/que_tex/1604.02969.tex,definition + \textit{},"
Let A be a commutative 𝐤-algebra.

(a) If H is a 𝐤-module, then A⊗ H
will be understood to mean the A-module A⊗ H, on which A acts by
the rule

    a(  b⊗ h)  =ab⊗ h          for all
    a∈ A, b∈ A and h∈ H.

This A-module A⊗ H is called the 𝐤-module H with scalars extended to A.

We can define a functor *Mod_𝐤
→*Mod_A (where *Mod
_B denotes the category of B-modules) which sends every object
H∈*Mod_𝐤 to A⊗ H
and every morphism f∈*Mod_𝐤(
H_1,H_2) to *id⊗ f∈*Mod
_A(  A⊗ H_1,A⊗
H_2); this functor is called extension of scalars (from
𝐤 to A).

(b) If H is a graded 𝐤-module, then the A-module
A⊗ H canonically becomes a graded A-module
(namely, its n-th graded component is A⊗ H_n, where
H_n is the n-th graded component of H). Notice that even if A is
graded, we disregard its grading when defining the grading on A
⊗ H; this is why we are calling it A⊗ H and not
A⊗ H.

As before, we can define a functor from the category of graded 𝐤-modules to the category of graded A-modules (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

(c) If H is a 𝐤-algebra, then the A-module
A⊗ H becomes an A-algebra according to the rule

    (  a⊗ h)  (  b⊗ g)  =ab⊗
    hg          for all a∈ A, b∈ A, h∈ H and
    g∈ H.

(This is, of course, the same rule as used in the standard definition of the
tensor product A⊗ H; but notice that we are regarding A
⊗ H as an A-algebra, not just as a 𝐤-algebra.) This
A-algebra A⊗ H is called the 𝐤
-algebra H with scalars extended to A.

As before, we can define a functor from the category of 𝐤-algebras
to the category of A-algebras (which functor sends every object H to
A⊗ H), which is called extension of scalars .

(d) If H is a 𝐤-coalgebra, then the A-module
A⊗ H becomes an A-coalgebra. Namely, its
comultiplication is defined to be

    *id_A⊗Δ_H:A⊗ H→
    A⊗(  H⊗ H)  ≅(  A⊗ H)  ⊗
    _A(  A⊗ H)  ,

and its counit is defined to be

    *id_A⊗ε_H:A⊗ H→
    A⊗𝐤≅ A

(recalling that Δ_H and ε_H are the comultiplication
and the counit of H, respectively). Note that both the comultiplication and
the counit are A-linear, so this A-coalgebra A⊗ H is
well-defined. This A-coalgebra A⊗ H is called the
𝐤-coalgebra H with scalars extended to
A.

As before, we can define a functor from the category of 𝐤-coalgebras to the category of A-coalgebras (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

Notice that A⊗ H is an A-coalgebra, not a 𝐤-coalgebra. If A has a pre-existing 𝐤-coalgebra structure, then
the A-coalgebra structure on A⊗ H usually has nothing to
do with the 𝐤-coalgebra structure on A⊗ H obtained by
tensoring the 𝐤-coalgebras A and H.

(e) If H is a 𝐤-bialgebra, then the A-module
A⊗ H becomes an A-bialgebra. (Namely, the A-algebra
structure and the A-coalgebra structure previously defined on A
⊗ H, combined, form an A-bialgebra structure.) This A-bialgebra
A⊗ H is called the 𝐤-bialgebra 
H with scalars extended to A.

As before, we can define a functor from the category of 𝐤-bialgebras to the category of A-bialgebras (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

(f) Similarly, extension of scalars is defined for 𝐤-Hopf
algebras, graded 𝐤-bialgebras, etc.. Again, all structures on A
that go beyond the 𝐤-algebra structure are irrelevant and can be forgotten.
",-module ; with scalars extended to ;extension of scalars;-algebra ; with scalars extended to ;extension of scalars;-coalgebra ;-bialgebra ; with scalars extended to ,"
Let A be a commutative 𝐤-algebra.

(a) If H is a 𝐤-module, then A⊗ H
will be understood to mean the A-module A⊗ H, on which A acts by
the rule

    a(  b⊗ h)  =ab⊗ h          for all
    a∈ A, b∈ A and h∈ H.

This A-module A⊗ H is called the 𝐤B_MATH_TERMHB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMA.

We can define a functor *Mod_𝐤
→*Mod_A (where *Mod
_B denotes the category of B-modules) which sends every object
H∈*Mod_𝐤 to A⊗ H
and every morphism f∈*Mod_𝐤(
H_1,H_2) to *id⊗ f∈*Mod
_A(  A⊗ H_1,A⊗
H_2); this functor is called B_MATH_TERM I_MATH_TERM I_MATH_TERM (from
𝐤 to A).

(b) If H is a graded 𝐤-module, then the A-module
A⊗ H canonically becomes a graded A-module
(namely, its n-th graded component is A⊗ H_n, where
H_n is the n-th graded component of H). Notice that even if A is
graded, we disregard its grading when defining the grading on A
⊗ H; this is why we are calling it A⊗ H and not
A⊗ H.

As before, we can define a functor from the category of graded 𝐤-modules to the category of graded A-modules (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

(c) If H is a 𝐤-algebra, then the A-module
A⊗ H becomes an A-algebra according to the rule

    (  a⊗ h)  (  b⊗ g)  =ab⊗
    hg          for all a∈ A, b∈ A, h∈ H and
    g∈ H.

(This is, of course, the same rule as used in the standard definition of the
tensor product A⊗ H; but notice that we are regarding A
⊗ H as an A-algebra, not just as a 𝐤-algebra.) This
A-algebra A⊗ H is called the 𝐤
B_MATH_TERMHB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMA.

As before, we can define a functor from the category of 𝐤-algebras
to the category of A-algebras (which functor sends every object H to
A⊗ H), which is called B_MATH_TERM I_MATH_TERM I_MATH_TERM .

(d) If H is a 𝐤-coalgebra, then the A-module
A⊗ H becomes an A-coalgebra. Namely, its
comultiplication is defined to be

    *id_A⊗Δ_H:A⊗ H→
    A⊗(  H⊗ H)  ≅(  A⊗ H)  ⊗
    _A(  A⊗ H)  ,

and its counit is defined to be

    *id_A⊗ε_H:A⊗ H→
    A⊗𝐤≅ A

(recalling that Δ_H and ε_H are the comultiplication
and the counit of H, respectively). Note that both the comultiplication and
the counit are A-linear, so this A-coalgebra A⊗ H is
well-defined. This A-coalgebra A⊗ H is called the
𝐤B_MATH_TERMH with scalars extended to
A.

As before, we can define a functor from the category of 𝐤-coalgebras to the category of A-coalgebras (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

Notice that A⊗ H is an A-coalgebra, not a 𝐤-coalgebra. If A has a pre-existing 𝐤-coalgebra structure, then
the A-coalgebra structure on A⊗ H usually has nothing to
do with the 𝐤-coalgebra structure on A⊗ H obtained by
tensoring the 𝐤-coalgebras A and H.

(e) If H is a 𝐤-bialgebra, then the A-module
A⊗ H becomes an A-bialgebra. (Namely, the A-algebra
structure and the A-coalgebra structure previously defined on A
⊗ H, combined, form an A-bialgebra structure.) This A-bialgebra
A⊗ H is called the 𝐤B_MATH_TERM
HB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMA.

As before, we can define a functor from the category of 𝐤-bialgebras to the category of A-bialgebras (which functor sends every
object H to A⊗ H), which is called extension of
scalars .

(f) Similarly, extension of scalars is defined for 𝐤-Hopf
algebras, graded 𝐤-bialgebras, etc.. Again, all structures on A
that go beyond the 𝐤-algebra structure are irrelevant and can be forgotten.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
